id,temperature,humidity,timeRecorded,ldrValue
1869,27.5,77.0,2025-02-20 20:20:30,999.99
1870,27.5,77.0,2025-02-20 20:20:36,999.99
1871,27.5,77.0,2025-02-20 20:20:41,999.99
1872,27.5,76.9,2025-02-20 20:20:46,999.99
1873,27.5,76.9,2025-02-20 20:20:52,999.99
1874,27.5,76.9,2025-02-20 20:20:57,999.99
1875,27.4,76.9,2025-02-20 20:21:02,999.99
1876,27.4,77.0,2025-02-20 20:21:07,999.99
1877,27.4,77.0,2025-02-20 20:21:13,999.99
1878,27.4,77.0,2025-02-20 20:21:18,999.99
1879,27.4,77.0,2025-02-20 20:21:23,999.99
1880,27.5,77.0,2025-02-20 20:21:28,999.99
1881,27.4,77.0,2025-02-20 20:21:34,999.99
1882,27.4,77.0,2025-02-20 20:21:39,999.99
1883,27.4,77.1,2025-02-20 20:21:44,999.99
1884,27.4,77.2,2025-02-20 20:21:50,999.99
1885,27.4,77.2,2025-02-20 20:21:55,999.99
1886,27.4,77.1,2025-02-20 20:22:00,999.99
1887,27.4,77.2,2025-02-20 20:22:05,999.99
1888,27.4,77.2,2025-02-20 20:22:11,999.99
1889,27.4,77.3,2025-02-20 20:22:48,999.99
1890,27.4,77.3,2025-02-20 20:22:53,999.99
1891,27.4,77.3,2025-02-20 20:22:59,999.99
1892,27.4,77.4,2025-02-20 20:23:04,999.99
1893,27.4,77.5,2025-02-20 20:23:10,999.99
1894,27.4,77.3,2025-02-20 20:23:15,999.99
1895,27.4,77.3,2025-02-20 20:23:21,999.99
1896,27.4,77.3,2025-02-20 20:23:26,999.99
1897,27.4,77.3,2025-02-20 20:23:32,999.99
1898,27.4,77.4,2025-02-20 20:23:37,999.99
1899,27.4,77.3,2025-02-20 20:23:43,999.99
1900,27.4,77.4,2025-02-20 20:23:49,999.99
1901,27.4,77.2,2025-02-20 20:23:58,999.99
1902,27.4,77.3,2025-02-20 20:24:04,999.99
1903,27.5,77.3,2025-02-20 20:24:10,999.99
1904,27.5,77.2,2025-02-20 20:24:15,999.99
1905,27.5,77.2,2025-02-20 20:24:21,999.99
1906,27.4,77.1,2025-02-20 20:24:27,999.99
1907,27.5,77.1,2025-02-20 20:24:32,999.99
1908,27.5,77.1,2025-02-20 20:24:38,999.99
1909,27.5,77.2,2025-02-20 20:24:43,999.99
1910,27.5,77.2,2025-02-20 20:24:49,999.99
1911,27.5,77.1,2025-02-20 20:24:54,999.99
1912,27.5,77.0,2025-02-20 20:24:59,999.99
1913,27.5,77.0,2025-02-20 20:25:05,999.99
1914,27.5,77.0,2025-02-20 20:25:11,999.99
1915,27.5,77.0,2025-02-20 20:25:17,999.99
1916,27.5,76.9,2025-02-20 20:25:23,999.99
1917,27.5,76.9,2025-02-20 20:25:28,999.99
1918,27.5,77.0,2025-02-20 20:25:34,999.99
1919,27.5,77.0,2025-02-20 20:25:40,999.99
1920,27.5,77.1,2025-02-20 20:25:45,999.99
1921,27.5,77.1,2025-02-20 20:25:51,999.99
1922,27.5,77.1,2025-02-20 20:25:57,999.99
1923,27.5,77.1,2025-02-20 20:26:02,999.99
1924,27.5,77.0,2025-02-20 20:26:07,999.99
1925,27.5,77.0,2025-02-20 20:26:13,999.99
1926,27.5,77.1,2025-02-20 20:26:19,999.99
1927,27.5,77.1,2025-02-20 20:26:24,999.99
1928,27.5,77.1,2025-02-20 20:26:30,999.99
1929,27.5,77.1,2025-02-20 20:26:36,999.99
1930,27.5,77.0,2025-02-20 20:26:41,999.99
1931,27.4,77.1,2025-02-20 20:26:47,999.99
1932,27.4,77.2,2025-02-20 20:26:53,999.99
1933,27.4,77.3,2025-02-20 20:26:58,999.99
1934,27.4,77.2,2025-02-20 20:27:04,999.99
1935,27.4,77.2,2025-02-20 20:27:13,999.99
1936,27.4,77.2,2025-02-20 20:27:19,999.99
1937,27.4,77.1,2025-02-20 20:27:24,999.99
1938,27.4,77.2,2025-02-20 20:27:30,999.99
1939,27.4,77.2,2025-02-20 20:27:36,999.99
1940,27.5,77.2,2025-02-20 20:27:41,999.99
1941,27.5,77.2,2025-02-20 20:27:47,999.99
1942,27.5,77.2,2025-02-20 20:27:53,999.99
1943,27.5,77.1,2025-02-20 20:27:59,999.99
1944,27.5,77.1,2025-02-20 20:28:05,999.99
1945,27.5,77.0,2025-02-20 20:28:10,999.99
1946,27.5,77.0,2025-02-20 20:28:16,999.99
1947,27.5,77.1,2025-02-20 20:28:22,999.99
1948,27.5,77.1,2025-02-20 20:28:28,999.99
1949,27.5,77.2,2025-02-20 20:28:33,999.99
1950,27.5,77.2,2025-02-20 20:28:39,999.99
1951,27.5,77.1,2025-02-20 20:28:45,999.99
1952,27.5,77.1,2025-02-20 20:28:51,999.99
1953,27.5,77.1,2025-02-20 20:28:56,999.99
1954,27.5,77.1,2025-02-20 20:29:02,999.99
1955,27.5,77.1,2025-02-20 20:29:08,999.99
1956,27.5,77.1,2025-02-20 20:29:14,999.99
1957,27.5,77.0,2025-02-20 20:29:20,999.99
1958,27.5,77.0,2025-02-20 20:29:25,999.99
1959,27.5,76.9,2025-02-20 20:29:31,999.99
1960,27.5,76.9,2025-02-20 20:29:37,999.99
1961,27.4,77.0,2025-02-20 20:29:43,999.99
1962,27.4,77.1,2025-02-20 20:29:49,999.99
1963,27.4,77.1,2025-02-20 20:29:55,999.99
1964,27.4,77.2,2025-02-20 20:30:01,999.99
1965,27.5,77.1,2025-02-20 20:30:07,999.99
1966,27.5,77.1,2025-02-20 20:30:13,999.99
1967,27.4,77.1,2025-02-20 20:30:19,999.99
1968,27.4,77.1,2025-02-20 20:30:25,999.99
1969,27.4,77.1,2025-02-20 20:30:30,999.99
1970,27.4,77.2,2025-02-20 20:30:36,999.99
1971,27.4,76.5,2025-02-20 20:30:42,999.99
1972,27.5,76.1,2025-02-20 20:30:48,999.99
1973,27.4,64.6,2025-02-20 20:30:54,999.99
1974,27.3,56.0,2025-02-20 20:31:00,999.99
1975,27.2,54.1,2025-02-20 20:31:05,999.99
1976,27.0,52.7,2025-02-20 20:31:12,999.99
1977,26.8,53.0,2025-02-20 20:31:18,999.99
1978,26.6,52.8,2025-02-20 20:31:23,999.99
1979,26.5,52.7,2025-02-20 20:31:30,999.99
1980,26.4,52.8,2025-02-20 20:31:35,999.99
1981,26.3,53.0,2025-02-20 20:31:40,999.99
1982,26.2,53.3,2025-02-20 20:31:46,999.99
1983,26.1,53.4,2025-02-20 20:31:51,999.99
1984,26.0,53.4,2025-02-20 20:31:57,999.99
1985,25.9,53.6,2025-02-20 20:32:02,999.99
1986,25.8,53.7,2025-02-20 20:32:08,999.99
1987,25.7,53.9,2025-02-20 20:32:14,999.99
1988,25.7,54.1,2025-02-20 20:32:23,999.99
1989,25.6,54.4,2025-02-20 20:32:29,999.99
1990,25.5,54.2,2025-02-20 20:32:35,999.99
1991,25.4,54.3,2025-02-20 20:32:40,999.99
1992,25.3,54.4,2025-02-20 20:32:46,999.99
1993,25.3,54.6,2025-02-20 20:32:52,999.99
1994,25.2,54.8,2025-02-20 20:32:57,999.99
1995,25.2,54.9,2025-02-20 20:33:03,999.99
1996,25.1,54.8,2025-02-20 20:33:09,999.99
1997,25.1,54.8,2025-02-20 20:33:15,999.99
1998,25.0,54.9,2025-02-20 20:33:21,999.99
1999,24.9,55.3,2025-02-20 20:33:27,999.99
2000,24.9,55.3,2025-02-20 20:33:33,999.99
2001,24.8,55.4,2025-02-20 20:33:39,999.99
2002,24.8,55.8,2025-02-20 20:33:45,999.99
2003,24.8,55.8,2025-02-20 20:33:51,999.99
2004,24.7,55.9,2025-02-20 20:33:56,999.99
2005,24.7,56.0,2025-02-20 20:34:02,999.99
2006,24.7,59.5,2025-02-20 20:34:07,999.99
2007,24.8,64.5,2025-02-20 20:34:13,999.99
2008,24.9,60.3,2025-02-20 20:34:19,999.99
2009,24.9,57.8,2025-02-20 20:34:25,999.99
2010,24.9,56.6,2025-02-20 20:34:30,999.99
2011,24.9,56.2,2025-02-20 20:34:36,999.99
2012,24.9,55.9,2025-02-20 20:34:42,999.99
2013,24.9,55.8,2025-02-20 20:34:48,999.99
2014,24.8,55.8,2025-02-20 20:34:55,999.99
2015,24.8,55.8,2025-02-20 20:35:01,999.99
2016,24.8,55.7,2025-02-20 20:35:07,999.99
2017,24.7,55.7,2025-02-20 20:35:12,999.99
2018,24.6,55.7,2025-02-20 20:35:18,999.99
2019,24.6,55.7,2025-02-20 20:35:23,999.99
2020,24.6,55.8,2025-02-20 20:35:29,999.99
2021,24.5,56.0,2025-02-20 20:35:35,999.99
2022,24.5,56.1,2025-02-20 20:35:41,999.99
2023,24.5,56.1,2025-02-20 20:35:47,999.99
2024,24.4,56.1,2025-02-20 20:35:53,999.99
2025,24.4,56.1,2025-02-20 20:35:58,999.99
2026,24.4,56.3,2025-02-20 20:36:04,999.99
2027,24.4,56.2,2025-02-20 20:36:10,999.99
2028,24.3,56.3,2025-02-20 20:36:16,999.99
2029,24.3,56.3,2025-02-20 20:36:22,999.99
2030,24.3,56.5,2025-02-20 20:36:28,999.99
2031,24.2,56.4,2025-02-20 20:36:33,999.99
2032,24.2,56.4,2025-02-20 20:36:39,999.99
2033,24.2,56.5,2025-02-20 20:36:45,999.99
2034,24.2,56.6,2025-02-20 20:36:51,999.99
2035,24.1,56.6,2025-02-20 20:36:57,999.99
2036,24.1,56.5,2025-02-20 20:37:03,999.99
2037,24.1,56.8,2025-02-20 20:37:09,999.99
2038,24.1,57.0,2025-02-20 20:37:15,999.99
2039,24.1,57.2,2025-02-20 20:37:21,999.99
2040,24.0,57.2,2025-02-20 20:37:26,999.99
2041,24.0,57.2,2025-02-20 20:37:32,999.99
2042,24.0,60.6,2025-02-20 20:37:38,999.99
2043,24.0,60.2,2025-02-20 20:37:44,999.99
2044,24.5,61.3,2025-02-20 20:37:50,999.99
2045,24.5,79.2,2025-02-20 20:37:56,999.99
2046,24.7,85.2,2025-02-20 20:38:01,999.99
2047,24.7,85.8,2025-02-20 20:38:07,999.99
2048,26.3,85.9,2025-02-20 20:38:13,999.99
2049,26.8,88.8,2025-02-20 20:38:19,999.99
2050,26.4,89.3,2025-02-20 20:38:24,999.99
2051,26.0,88.8,2025-02-20 20:38:29,999.99
2052,25.6,88.5,2025-02-20 20:38:34,999.99
2053,25.4,87.9,2025-02-20 20:38:40,999.99
2054,25.3,85.9,2025-02-20 20:38:45,999.99
2055,25.2,82.2,2025-02-20 20:38:50,999.99
2056,25.1,76.8,2025-02-20 20:38:56,999.99
2057,25.1,71.5,2025-02-20 20:39:01,999.99
2058,25.0,68.6,2025-02-20 20:39:09,999.99
2059,25.0,62.6,2025-02-20 20:39:15,999.99
2060,24.9,59.9,2025-02-20 20:39:21,999.99
2061,24.9,58.5,2025-02-20 20:39:27,999.99
2062,24.9,57.9,2025-02-20 20:39:33,999.99
2063,24.8,57.8,2025-02-20 20:39:40,999.99
2064,24.8,57.7,2025-02-20 20:39:45,999.99
2065,24.8,57.7,2025-02-20 20:39:51,999.99
2066,24.7,57.6,2025-02-20 20:39:57,999.99
2067,24.7,57.8,2025-02-20 20:40:03,999.99
2068,24.7,57.6,2025-02-20 20:40:08,999.99
2069,24.7,57.4,2025-02-20 20:40:14,999.99
2070,24.6,57.5,2025-02-20 20:40:19,999.99
2071,24.6,57.5,2025-02-20 20:40:24,999.99
2072,24.6,57.5,2025-02-20 20:40:30,999.99
2073,24.6,57.4,2025-02-20 20:40:35,999.99
2074,24.6,57.6,2025-02-20 20:40:40,999.99
2075,24.5,57.9,2025-02-20 20:40:46,999.99
2076,24.5,58.1,2025-02-20 20:40:51,999.99
2077,24.5,58.3,2025-02-20 20:40:57,999.99
2078,24.5,58.2,2025-02-20 20:41:03,999.99
2079,24.5,57.8,2025-02-20 20:41:08,999.99
2080,24.5,57.8,2025-02-20 20:41:14,999.99
2081,24.5,57.7,2025-02-20 20:41:20,999.99
2082,24.4,57.7,2025-02-20 20:41:25,999.99
2083,24.4,57.8,2025-02-20 20:41:31,999.99
2084,24.4,57.6,2025-02-20 20:41:36,999.99
2085,24.4,57.6,2025-02-20 20:41:42,999.99
2086,24.4,57.9,2025-02-20 20:41:47,999.99
2087,24.4,58.0,2025-02-20 20:41:54,999.99
2088,24.3,58.0,2025-02-20 20:42:14,999.99
2089,24.3,58.0,2025-02-20 20:42:19,999.99
2090,24.3,58.0,2025-02-20 20:42:25,999.99
2091,24.3,58.0,2025-02-20 20:42:30,999.99
2092,24.3,57.9,2025-02-20 20:42:35,999.99
2093,24.2,57.7,2025-02-20 20:42:41,999.99
2094,24.2,57.8,2025-02-20 20:42:46,999.99
2095,24.2,57.8,2025-02-20 20:42:52,999.99
2096,24.2,57.9,2025-02-20 20:42:57,999.99
2097,24.2,58.0,2025-02-20 20:43:02,999.99
2098,24.1,58.0,2025-02-20 20:43:07,999.99
2099,24.1,58.0,2025-02-20 20:43:12,999.99
2100,24.1,58.1,2025-02-20 20:43:18,999.99
2101,24.1,58.0,2025-02-20 20:43:23,999.99
2102,24.1,57.8,2025-02-20 20:43:28,999.99
2103,24.1,57.6,2025-02-20 20:43:34,999.99
2104,24.1,57.9,2025-02-20 20:43:40,999.99
2105,24.1,58.2,2025-02-20 20:43:45,999.99
2106,24.0,58.3,2025-02-20 20:43:51,999.99
2107,24.1,58.3,2025-02-20 20:43:56,999.99
2108,24.0,58.2,2025-02-20 20:44:01,999.99
2109,24.1,58.1,2025-02-20 20:44:06,999.99
2110,24.0,58.2,2025-02-20 20:44:12,999.99
2111,24.0,58.3,2025-02-20 20:44:17,999.99
2112,24.0,58.3,2025-02-20 20:44:22,999.99
2113,24.0,58.6,2025-02-20 20:44:27,999.99
2114,24.0,58.8,2025-02-20 20:44:33,999.99
2115,24.0,58.9,2025-02-20 20:44:38,999.99
2116,24.0,58.9,2025-02-20 20:44:43,999.99
2117,24.0,59.0,2025-02-20 20:44:49,999.99
2118,24.0,59.1,2025-02-20 20:44:54,999.99
2119,24.0,59.0,2025-02-20 20:44:59,999.99
2120,24.0,58.9,2025-02-20 20:45:04,999.99
2121,24.0,58.8,2025-02-20 20:45:10,999.99
2122,24.0,58.7,2025-02-20 20:45:15,999.99
2123,24.0,58.7,2025-02-20 20:45:20,999.99
2124,24.0,58.6,2025-02-20 20:45:25,999.99
2125,24.0,58.5,2025-02-20 20:45:32,999.99
2126,24.0,58.5,2025-02-20 20:45:37,999.99
2127,24.0,58.4,2025-02-20 20:45:42,999.99
2128,23.9,58.5,2025-02-20 20:45:47,999.99
2129,24.0,58.4,2025-02-20 20:45:53,999.99
2130,24.0,58.4,2025-02-20 20:45:58,999.99
2131,24.0,58.3,2025-02-20 20:46:03,999.99
2132,24.0,58.3,2025-02-20 20:46:08,999.99
2133,24.0,58.4,2025-02-20 20:46:13,999.99
2134,24.0,58.4,2025-02-20 20:46:19,999.99
2135,24.0,58.4,2025-02-20 20:46:25,999.99
2136,24.0,58.3,2025-02-20 20:46:30,999.99
2137,24.0,58.2,2025-02-20 20:46:35,999.99
2138,24.0,58.2,2025-02-20 20:46:40,999.99
2139,24.0,58.2,2025-02-20 20:46:46,999.99
2140,24.0,58.0,2025-02-20 20:46:51,999.99
2141,24.0,57.9,2025-02-20 20:46:56,999.99
2142,24.0,58.0,2025-02-20 20:47:01,999.99
2143,24.0,58.0,2025-02-20 20:47:07,999.99
2144,23.9,57.9,2025-02-20 20:47:12,999.99
2145,24.0,57.8,2025-02-20 20:47:17,999.99
2146,23.9,57.8,2025-02-20 20:47:23,999.99
2147,24.0,57.8,2025-02-20 20:47:28,999.99
2148,24.0,57.9,2025-02-20 20:47:33,999.99
2149,24.0,58.0,2025-02-20 20:47:38,999.99
2150,24.0,58.5,2025-02-20 20:47:43,999.99
2151,23.9,58.7,2025-02-20 20:47:49,999.99
2152,24.0,58.6,2025-02-20 20:47:54,999.99
2153,24.0,58.7,2025-02-20 20:48:00,999.99
2154,24.0,58.7,2025-02-20 20:48:05,999.99
2155,24.0,58.6,2025-02-20 20:48:10,999.99
2156,24.0,58.7,2025-02-20 20:48:15,999.99
2157,24.0,58.7,2025-02-20 20:48:21,999.99
2158,24.0,58.7,2025-02-20 20:48:26,999.99
2159,24.0,58.7,2025-02-20 20:48:31,999.99
2160,24.0,58.8,2025-02-20 20:48:36,999.99
2161,24.0,58.7,2025-02-20 20:48:41,999.99
2162,24.0,58.7,2025-02-20 20:48:47,999.99
2163,24.0,58.6,2025-02-20 20:48:52,999.99
2164,24.0,58.6,2025-02-20 20:48:57,999.99
2165,24.0,58.6,2025-02-20 20:49:03,999.99
2166,24.0,58.5,2025-02-20 20:49:08,999.99
2167,24.0,58.4,2025-02-20 20:49:13,999.99
2168,24.0,58.3,2025-02-20 20:49:18,999.99
2169,24.0,58.3,2025-02-20 20:49:23,999.99
2170,24.0,58.3,2025-02-20 20:49:29,999.99
2171,24.0,58.3,2025-02-20 20:49:34,999.99
2172,24.0,58.3,2025-02-20 20:49:39,999.99
2173,24.0,58.2,2025-02-20 20:49:44,999.99
2174,24.0,58.2,2025-02-20 20:49:50,999.99
2175,24.0,58.2,2025-02-20 20:49:55,999.99
2176,24.0,58.1,2025-02-20 20:50:00,999.99
2177,24.0,58.1,2025-02-20 20:50:05,999.99
2178,24.0,58.1,2025-02-20 20:50:10,999.99
2179,24.0,58.0,2025-02-20 20:50:16,999.99
2180,24.0,58.0,2025-02-20 20:50:21,999.99
2181,24.0,57.9,2025-02-20 20:50:26,999.99
2182,24.0,57.9,2025-02-20 20:50:31,999.99
2183,24.0,57.9,2025-02-20 20:50:37,999.99
2184,24.0,57.9,2025-02-20 20:50:42,999.99
2185,24.0,57.8,2025-02-20 20:50:47,999.99
2186,24.0,57.8,2025-02-20 20:50:52,999.99
2187,24.0,57.8,2025-02-20 20:50:57,999.99
2188,24.0,57.7,2025-02-20 20:51:03,999.99
2189,24.0,57.7,2025-02-20 20:51:08,999.99
2190,24.0,57.7,2025-02-20 20:51:13,999.99
2191,24.0,57.6,2025-02-20 20:51:19,999.99
2192,24.0,57.6,2025-02-20 20:51:24,999.99
2193,24.0,57.6,2025-02-20 20:51:29,999.99
2194,24.0,57.6,2025-02-20 20:51:35,999.99
2195,24.0,57.6,2025-02-20 20:51:40,999.99
2196,24.0,57.5,2025-02-20 20:51:45,999.99
2197,24.0,57.5,2025-02-20 20:51:50,999.99
2198,24.0,57.5,2025-02-20 20:51:56,999.99
2199,24.0,57.5,2025-02-20 20:52:01,999.99
2200,24.0,57.5,2025-02-20 20:52:06,999.99
2201,24.0,57.4,2025-02-20 20:52:12,999.99
2202,24.0,57.4,2025-02-20 20:52:17,999.99
2203,24.0,57.4,2025-02-20 20:52:23,999.99
2204,24.0,57.4,2025-02-20 20:52:28,999.99
2205,24.0,57.4,2025-02-20 20:52:33,999.99
2206,24.0,57.3,2025-02-20 20:52:39,999.99
2207,24.0,57.4,2025-02-20 20:52:45,999.99
2208,24.0,57.3,2025-02-20 20:52:51,999.99
2209,24.0,57.3,2025-02-20 20:52:56,999.99
2210,24.0,57.3,2025-02-20 20:53:02,999.99
2211,24.0,57.4,2025-02-20 20:53:08,999.99
2212,24.0,57.4,2025-02-20 20:53:14,999.99
2213,24.0,57.3,2025-02-20 20:53:20,999.99
2214,24.0,57.3,2025-02-20 20:53:25,999.99
2215,24.0,57.3,2025-02-20 20:53:30,999.99
2216,24.0,57.2,2025-02-20 20:53:35,999.99
2217,24.0,57.3,2025-02-20 20:53:41,999.99
2218,24.0,57.3,2025-02-20 20:53:46,999.99
2219,24.0,57.2,2025-02-20 20:53:51,999.99
2220,24.0,57.2,2025-02-20 20:53:57,999.99
2221,24.0,57.2,2025-02-20 20:54:02,999.99
2222,24.0,57.1,2025-02-20 20:54:08,999.99
2223,24.0,57.1,2025-02-20 20:54:13,999.99
2224,24.0,57.1,2025-02-20 20:54:18,999.99
2225,24.0,57.1,2025-02-20 20:54:23,999.99
2226,24.0,57.1,2025-02-20 20:54:29,999.99
2227,24.0,57.0,2025-02-20 20:54:34,999.99
2228,24.0,57.1,2025-02-20 20:54:39,999.99
2229,24.0,57.1,2025-02-20 20:54:44,999.99
2230,24.0,57.1,2025-02-20 20:54:50,999.99
2231,24.0,57.2,2025-02-20 20:54:55,999.99
2232,24.0,57.1,2025-02-20 20:55:00,999.99
2233,24.0,57.1,2025-02-20 20:55:05,999.99
2234,24.0,57.1,2025-02-20 20:55:13,999.99
2235,24.0,57.1,2025-02-20 20:55:19,999.99
2236,24.0,57.1,2025-02-20 20:55:24,999.99
2237,24.0,57.0,2025-02-20 20:55:30,999.99
2238,24.0,57.0,2025-02-20 20:55:36,999.99
2239,24.0,57.0,2025-02-20 20:55:42,999.99
2240,24.0,57.0,2025-02-20 20:55:48,999.99
2241,24.0,56.9,2025-02-20 20:55:53,999.99
2242,24.0,56.8,2025-02-20 20:55:59,999.99
2243,24.0,56.9,2025-02-20 20:56:04,999.99
2244,24.0,56.9,2025-02-20 20:56:10,999.99
2245,24.0,57.0,2025-02-20 20:56:16,999.99
2246,24.0,56.9,2025-02-20 20:56:22,999.99
2247,24.0,56.9,2025-02-20 20:56:27,999.99
2248,24.0,56.9,2025-02-20 20:56:33,999.99
2249,24.0,56.9,2025-02-20 20:56:39,999.99
2250,24.0,56.9,2025-02-20 20:56:45,999.99
2251,24.0,57.0,2025-02-20 20:56:51,999.99
2252,24.0,56.9,2025-02-20 20:56:56,0.0
2253,24.0,56.9,2025-02-20 20:57:02,999.99
2254,24.0,56.9,2025-02-20 20:57:07,999.99
2255,24.0,56.9,2025-02-20 20:57:13,999.99
2256,24.0,56.9,2025-02-20 20:57:18,999.99
2257,24.0,56.9,2025-02-20 20:57:24,999.99
2258,24.0,56.8,2025-02-20 20:57:30,999.99
2259,24.0,56.8,2025-02-20 20:57:35,999.99
2260,24.0,56.7,2025-02-20 20:57:41,999.99
2261,24.0,56.8,2025-02-20 20:57:46,999.99
2262,24.0,56.8,2025-02-20 20:57:52,999.99
2263,24.0,56.7,2025-02-20 20:57:58,999.99
2264,24.0,56.7,2025-02-20 20:58:03,999.99
2265,24.0,56.7,2025-02-20 20:58:09,999.99
2266,24.0,56.7,2025-02-20 20:58:15,999.99
2267,24.0,56.6,2025-02-20 20:59:50,999.99
2268,24.0,56.7,2025-02-20 20:59:55,999.99
2269,24.0,56.7,2025-02-20 21:00:01,999.99
2270,24.0,56.6,2025-02-20 21:00:06,999.99
2271,24.0,56.5,2025-02-20 21:00:12,999.99
2272,24.0,56.6,2025-02-20 21:00:18,999.99
2273,24.0,56.6,2025-02-20 21:00:23,999.99
2274,24.0,56.6,2025-02-20 21:00:29,999.99
2275,24.0,56.6,2025-02-20 21:00:35,999.99
2276,24.0,56.6,2025-02-20 21:00:40,999.99
2277,24.0,56.6,2025-02-20 21:00:46,999.99
2278,24.0,56.6,2025-02-20 21:00:51,999.99
2279,24.0,56.6,2025-02-20 21:00:57,999.99
2280,24.0,56.6,2025-02-20 21:01:03,999.99
2281,24.0,56.6,2025-02-20 21:01:09,999.99
2282,24.0,56.5,2025-02-20 21:01:15,999.99
2283,24.0,56.5,2025-02-20 21:01:20,999.99
2284,24.0,56.5,2025-02-20 21:01:26,999.99
2285,24.0,56.5,2025-02-20 21:01:32,999.99
2286,24.0,56.5,2025-02-20 21:01:38,999.99
2287,24.0,56.5,2025-02-20 21:01:43,999.99
2288,24.0,56.5,2025-02-20 21:01:49,999.99
2289,24.0,56.5,2025-02-20 21:01:55,999.99
2290,24.0,56.4,2025-02-20 21:02:01,999.99
2291,24.0,56.4,2025-02-20 21:02:06,999.99
2292,24.0,56.4,2025-02-20 21:02:12,999.99
2293,24.0,56.4,2025-02-20 21:02:17,999.99
2294,24.0,56.4,2025-02-20 21:02:23,999.99
2295,24.0,56.4,2025-02-20 21:02:29,999.99
2296,24.0,56.4,2025-02-20 21:02:34,999.99
2297,24.0,56.4,2025-02-20 21:02:40,999.99
2298,24.0,56.3,2025-02-20 21:02:46,999.99
2299,24.0,56.4,2025-02-20 21:02:52,999.99
2300,24.0,56.4,2025-02-20 21:02:58,999.99
2301,24.0,56.3,2025-02-20 21:03:03,999.99
2302,24.0,56.3,2025-02-20 21:03:08,999.99
2303,24.0,56.3,2025-02-20 21:03:14,999.99
2304,24.0,56.3,2025-02-20 21:03:19,999.99
2305,24.0,56.3,2025-02-20 21:03:24,999.99
2306,24.0,56.4,2025-02-20 21:03:30,999.99
2307,24.0,56.4,2025-02-20 21:03:35,999.99
2308,24.0,56.4,2025-02-20 21:03:40,999.99
2309,24.0,56.3,2025-02-20 21:03:46,999.99
2310,24.0,56.3,2025-02-20 21:03:52,999.99
2311,24.0,56.3,2025-02-20 21:03:57,999.99
2312,24.0,56.3,2025-02-20 21:04:03,999.99
2313,24.0,56.3,2025-02-20 21:04:09,999.99
2314,24.0,56.3,2025-02-20 21:04:14,999.99
2315,24.0,56.3,2025-02-20 21:04:20,999.99
2316,24.0,56.2,2025-02-20 21:04:25,0.0
2317,24.0,56.2,2025-02-20 21:04:32,999.99
2318,24.0,56.2,2025-02-20 21:04:37,999.99
2319,24.0,56.2,2025-02-20 21:04:42,999.99
2320,24.0,56.3,2025-02-20 21:04:47,999.99
2321,24.0,56.3,2025-02-20 21:04:53,999.99
2322,24.0,56.3,2025-02-20 21:04:59,999.99
2323,24.0,56.4,2025-02-20 21:05:06,999.99
2324,24.0,56.3,2025-02-20 21:05:12,999.99
2325,24.0,56.4,2025-02-20 21:05:17,999.99
2326,24.0,56.4,2025-02-20 21:05:23,999.99
2327,24.0,56.4,2025-02-20 21:05:29,999.99
2328,24.0,56.4,2025-02-20 21:05:35,999.99
2329,24.0,56.4,2025-02-20 21:05:40,999.99
2330,24.0,56.4,2025-02-20 21:05:46,999.99
2331,24.0,56.4,2025-02-20 21:05:51,999.99
2332,24.0,56.4,2025-02-20 21:05:57,999.99
2333,24.0,56.3,2025-02-20 21:06:02,999.99
2334,24.0,56.3,2025-02-20 21:06:07,999.99
2335,24.0,56.3,2025-02-20 21:06:12,999.99
2336,24.0,56.3,2025-02-20 21:06:17,999.99
2337,24.0,56.3,2025-02-20 21:06:23,999.99
2338,24.0,56.3,2025-02-20 21:06:28,999.99
2339,24.0,56.3,2025-02-20 21:06:36,999.99
2340,24.0,56.3,2025-02-20 21:06:41,999.99
2341,24.0,56.3,2025-02-20 21:06:47,999.99
2342,24.0,56.3,2025-02-20 21:06:52,999.99
2343,24.0,56.3,2025-02-20 21:06:58,999.99
2344,24.0,56.3,2025-02-20 21:07:03,999.99
2345,24.0,56.4,2025-02-20 21:07:08,999.99
2346,24.0,56.3,2025-02-20 21:07:14,999.99
2347,24.0,56.3,2025-02-20 21:07:19,999.99
2348,24.0,56.3,2025-02-20 21:07:24,999.99
2349,24.0,56.3,2025-02-20 21:07:29,999.99
2350,24.0,56.3,2025-02-20 21:07:35,999.99
2351,24.0,56.3,2025-02-20 21:07:40,999.99
2352,24.0,56.3,2025-02-20 21:07:46,999.99
2353,24.0,56.3,2025-02-20 21:07:51,999.99
2354,24.0,56.3,2025-02-20 21:07:56,999.99
2355,24.0,56.3,2025-02-20 21:08:02,999.99
2356,24.0,56.3,2025-02-20 21:08:07,999.99
2357,24.0,56.3,2025-02-20 21:08:13,999.99
2358,24.0,56.3,2025-02-20 21:08:20,999.99
2359,24.0,56.2,2025-02-20 21:08:25,999.99
2360,24.0,56.2,2025-02-20 21:08:31,999.99
2361,24.0,56.2,2025-02-20 21:08:36,999.99
2362,24.0,56.3,2025-02-20 21:08:41,999.99
2363,24.0,56.3,2025-02-20 21:08:47,999.99
2364,24.0,56.3,2025-02-20 21:08:52,999.99
2365,24.0,56.3,2025-02-20 21:08:57,999.99
2366,24.0,56.2,2025-02-20 21:09:03,999.99
2367,24.0,56.2,2025-02-20 21:09:08,999.99
